"","Gene","tau"
"LOC410855","LOC410855",0.53732954348395
"LOC410854","LOC410854",0.439439517596164
"LOC410857","LOC410857",0.863843003438249
"LOC410856","LOC410856",0.523072171397294
"LOC107965666","LOC107965666",0.894541859722
"LOC107965667","LOC107965667",0.935075679232866
"LOC107965664","LOC107965664",0.892017738359202
"LOC107965665","LOC107965665",0.915156557253063
"LOC107965662","LOC107965662",0.750229568411387
"LOC107965663","LOC107965663",0.970586454458957
"LOC107965660","LOC107965660",0.77157394843962
"LOC107965661","LOC107965661",0.789230769230769
"LOC107965668","LOC107965668",0.846010783510784
"LOC107965669","LOC107965669",0.873206642698168
"LOC411458","LOC411458",0.732806385097698
"LOC411459","LOC411459",0.672985669081624
"LOC411104","LOC411104",0.982837029937934
"LOC411105","LOC411105",0.782476045529571
"LOC411106","LOC411106",0.594767617104298
"LOC411100","LOC411100",0.792722763236845
"LOC411102","LOC411102",0.612194142149764
"LOC411103","LOC411103",0.713770652978361
"LOC100578394","LOC100578394",0.920389782772228
"LOC411779","LOC411779",0.553292724196278
"LOC100576826","LOC100576826",0.64687345322554
"LOC100576825","LOC100576825",0.924648711943794
"LOC411778","LOC411778",0.28866410043853
"LOC408779","LOC408779",0.545606465274445
"LOC100576820","LOC100576820",0.564908650671363
"LOC408775","LOC408775",0.517786597258786
"LOC408774","LOC408774",0.631788627118693
"LOC408777","LOC408777",0.952370911557076
"LOC408770","LOC408770",0.926775059029598
"LOC100576829","LOC100576829",0.648042235357595
"LOC100576828","LOC100576828",0.674906389360667
"Abscam","Abscam",0.941964555675303
"LOC724808","LOC724808",0.387446822436023
"LOC724809","LOC724809",0.47256164571071
"LOC724804","LOC724804",0.20524638644674
"LOC724806","LOC724806",0.813068181818182
"LOC724807","LOC724807",0.573921285158706
"LOC724801","LOC724801",0.993854526768196
"LOC724802","LOC724802",0.446507882697858
"LOC724803","LOC724803",0.950300384622104
"LOC100578090","LOC100578090",0.777199762253554
"LOC100578543","LOC100578543",0.681280258203335
"LOC100578540","LOC100578540",0.79264842153731
"LOC100578093","LOC100578093",0.842914423305466
"LOC100578546","LOC100578546",0.84180675794195
"LOC100578547","LOC100578547",0.965982429850314
"GstD1","GstD1",0.847700640287725
"LOC100578097","LOC100578097",0.891401927862199
"LOC100578098","LOC100578098",0.799653495179063
"LOC100578548","LOC100578548",0.812864058840673
"LOC411771","LOC411771",0.676642436949308
"LOC102656628","LOC102656628",0.877656724415074
"LOC102656629","LOC102656629",0.800577599196384
"LOC100576799","LOC100576799",0.692707917338914
"LOC100576795","LOC100576795",0.67365443359291
"LOC100576794","LOC100576794",0.493707910808326
"LOC100576797","LOC100576797",0.95186261631426
"LOC100576796","LOC100576796",0.974707388091104
"LOC102656625","LOC102656625",0.824524969979516
"LOC102656627","LOC102656627",0.703475397841595
"LOC726842","LOC726842",0.864422930324745
"LOC412176","LOC412176",0.525263317353104
"LOC551617","LOC551617",0.680010256132218
"LOC100578899","LOC100578899",0.848331020768146
"LOC551098","LOC551098",0.711651932209547
"LOC551614","LOC551614",0.714750704914317
"LOC551613","LOC551613",0.621490025220599
"LOC551612","LOC551612",0.360193475632125
"LOC100577848","LOC100577848",0.696744773130617
"LOC100577849","LOC100577849",0.512081869418826
"LOC100577846","LOC100577846",0.578358439660502
"LOC100577847","LOC100577847",0.88667150351933
"LOC100577844","LOC100577844",0.75439320012791
"LOC100577845","LOC100577845",0.613066890099148
"LOC100578894","LOC100578894",0.574410580793559
"LOC100577843","LOC100577843",0.949526367877845
"LOC100577840","LOC100577840",0.463385967601819
"LOC100577841","LOC100577841",0.837175359881931
"LOC412177","LOC412177",0.77743470989322
"LOC412750","LOC412750",0.638711192810458
"LOC412751","LOC412751",0.368713949142904
"LOC725467","LOC725467",0.706582758133038
"LOC412755","LOC412755",0.367423908445216
"LOC412756","LOC412756",0.696113989637306
"LOC412759","LOC412759",0.816992197382935
"LOC724778","LOC724778",0.892897018173567
"LOC724779","LOC724779",0.854655263038222
"LOC725488","LOC725488",0.5711210555377
"LOC724772","LOC724772",0.878598957408411
"LOC724773","LOC724773",0.984711968267086
"LOC724770","LOC724770",0.471055993858036
"LOC724776","LOC724776",0.96373079234269
"LOC409386","LOC409386",0.345211073212258
"LOC724775","LOC724775",0.559192785047935
"LOC726929","LOC726929",0.843176641126527
"LOC102655429","LOC102655429",0.903203463203463
"LOC107964649","LOC107964649",0.967186899050626
"LOC107964648","LOC107964648",0.62036315869783
"LOC107964647","LOC107964647",0.636273627362736
"LOC107964646","LOC107964646",0.603572489601901
"LOC107964645","LOC107964645",0.861714708056171
"LOC107964644","LOC107964644",0.52998582892547
"LOC107964643","LOC107964643",0.663413472172596
"LOC107964642","LOC107964642",0.969595395293719
"LOC107964641","LOC107964641",0.748444134240679
"LOC107964640","LOC107964640",0.778875550115882
"LOC725173","LOC725173",0.615169400239823
"LOC102655427","LOC102655427",0.927120365667852
"LOC725171","LOC725171",0.596535401366067
"LOC725170","LOC725170",0.728497447714244
"LOC725175","LOC725175",0.942933691627278
"LOC725174","LOC725174",0.715966054405952
"LOC725241","LOC725241",0.79620146195124
"LOC725179","LOC725179",0.629332717100314
"LOC725178","LOC725178",0.865999454920197
"LOC725240","LOC725240",0.485155439979515
"Sod2","Sod2",0.952683222278069
"LOC725243","LOC725243",0.878755311559815
"Sod1","Sod1",0.845508208388534
"LOC102655423","LOC102655423",1
"Fem","Fem",0.435348586868619
"LOC102655422","LOC102655422",0.513522195131391
"LOC727300","LOC727300",0.681820082815026
"Usp","Usp",0.684607480646008
"LOC102655420","LOC102655420",0.783904862706817
"LOC409098","LOC409098",0.534434068050995
"LOC550870","LOC550870",0.89413901878418
"LOC550875","LOC550875",0.277817161315784
"LOC100579059","LOC100579059",0.759402232332998
"LOC100579058","LOC100579058",0.760822292053341
"LOC100579057","LOC100579057",0.503784531619583
"LOC100579056","LOC100579056",0.746696184363745
"LOC100579055","LOC100579055",0.909657432945597
"LOC100579054","LOC100579054",0.506820405310971
"LOC100579053","LOC100579053",0.419813813699084
"LOC100579052","LOC100579052",0.666863622295377
"LOC107965068","LOC107965068",0.868291754756871
"LOC102654700","LOC102654700",0.630366815097636
"LOC102654703","LOC102654703",0.993073593073593
"LOC102654702","LOC102654702",0.558627699280192
"LOC102654704","LOC102654704",0.891814547877173
"LOC102654707","LOC102654707",0.753025023756731
"LOC102654706","LOC102654706",1
"LOC107965060","LOC107965060",0.617831204608064
"LOC107965061","LOC107965061",0.852982954545455
"LOC107965062","LOC107965062",0.703741496598639
"LOC107965063","LOC107965063",0.611251192585525
"LOC107965064","LOC107965064",0.6303107848459
"LOC107965065","LOC107965065",0.844804673238408
"LOC102654879","LOC102654879",0.66875
"LOC102654878","LOC102654878",0.921342577062134
"LOC107964258","LOC107964258",0.859307359307359
"LOC107964259","LOC107964259",0.607810272536688
"LOC107964253","LOC107964253",0.584455572675912
"LOC107964254","LOC107964254",0.788368363298725
"LOC107964256","LOC107964256",0.898975966562173
"LOC107964257","LOC107964257",0.877603946441156
"LOC726320","LOC726320",0.817875602257676
"LOC727302","LOC727302",0.827279120317095
"LOC552470","LOC552470",0.338792155040587
"LOC413423","LOC413423",0.696847821847822
"LOC552471","LOC552471",0.605320576783051
"LOC552699","LOC552699",0.785198147307505
"LOC409566","LOC409566",0.34042033073725
"LOC409565","LOC409565",0.955714395769749
"LOC409564","LOC409564",0.384084436976837
"LOC409563","LOC409563",0.537989191096655
"LOC726439","LOC726439",0.285660291662925
"LOC726944","LOC726944",0.689978251209216
"LOC409560","LOC409560",0.275828185588661
"LOC102654620","LOC102654620",0.872727272727273
"LOC409569","LOC409569",0.314531714526004
"LOC410101","LOC410101",0.526648845819311
"LOC408288","LOC408288",0.695039543336942
"LOC408285","LOC408285",0.427674475767208
"LOC408284","LOC408284",0.288031065395277
"LOC408286","LOC408286",0.954458332237313
"LOC412473","LOC412473",0.375734186691719
"LOC408280","LOC408280",0.933624394983504
"LOC408283","LOC408283",0.483140764245992
"LOC408282","LOC408282",0.639582168251178
"LOC551053","LOC551053",0.800280867859366
"LOC551055","LOC551055",0.418720768942991
"LOC551057","LOC551057",0.318901748233668
"LOC410100","LOC410100",0.292236286403248
"LOC102655470","LOC102655470",0.589445232424332
"LOC100577201","LOC100577201",0.83969733969734
"LOC100577202","LOC100577202",0.557902501909855
"LOC102655473","LOC102655473",0.932532394653607
"LOC552645","LOC552645",0.29666867604075
"LOC552644","LOC552644",0.801842685793
"LOC102655476","LOC102655476",0.831194295900178
"LOC102655477","LOC102655477",0.686734862233955
"LOC552649","LOC552649",0.460766055030903
"LOC100577209","LOC100577209",0.739480572564045
"LOC409199","LOC409199",0.766069255714714
"LOC409235","LOC409235",0.964804769462731
"LOC102653939","LOC102653939",0.580337961750066
"LOC107966087","LOC107966087",0.818618692322796
"LOC102654266","LOC102654266",0.651646903820817
"LOC107966085","LOC107966085",0.599731182795699
"LOC107966084","LOC107966084",0.766316477564552
"LOC726110","LOC726110",0.474755186991474
"LOC102654264","LOC102654264",0.746241207258665
"LOC107966089","LOC107966089",0.933724889342867
"LOC107966088","LOC107966088",0.89434102329831
"LOC552397","LOC552397",0.486713180099569
"LOC552396","LOC552396",0.566153927703663
"LOC552395","LOC552395",0.728547153780799
"LOC552392","LOC552392",0.451619866785628
"LOC551330","LOC551330",0.326042228169053
"LOC100578247","LOC100578247",0.913198805851822
"LOC552399","LOC552399",0.780807204364688
"LOC551331","LOC551331",0.731855064454509
"LOC410190","LOC410190",0.629778530385479
"LOC102653933","LOC102653933",0.909128228093745
"LOC410620","LOC410620",0.908862767300529
"LOC100578246","LOC100578246",0.564127021707029
"LOC410194","LOC410194",0.593299669080919
"LOC410195","LOC410195",0.706960515243166
"LOC410624","LOC410624",0.824499122156516
"LOC410198","LOC410198",0.422524689794885
"LOC100577961","LOC100577961",0.847103982973548
"LOC102654261","LOC102654261",0.386838004005701
"LOC412074","LOC412074",0.764928261060345
"LOC411865","LOC411865",0.568531221951532
"LOC102653930","LOC102653930",0.389420686058671
"LOC411863","LOC411863",0.920481011255229
"LOC100577963","LOC100577963",0.780824595067191
"LOC411861","LOC411861",0.84141222736009
"LOC100577671","LOC100577671",0.929499511241447
"LOC100577670","LOC100577670",0.929654828903586
"LOC100577673","LOC100577673",0.626252205933097
"LOC100577672","LOC100577672",0.404866741417975
"LOC100577675","LOC100577675",0.804984531110211
"LOC100578154","LOC100578154",0.889861612515042
"LOC100577677","LOC100577677",0.975851148949943
"LOC100577676","LOC100577676",0.682641497620836
"LOC100578159","LOC100578159",0.440424580217561
"LOC100577678","LOC100577678",0.791866787821095
"LOC726840","LOC726840",0.22970410377658
"LOC726841","LOC726841",0.39949974575182
"LOC410998","LOC410998",0.845842482799005
"LOC410999","LOC410999",0.497509596858408
"LOC410990","LOC410990",0.289298162662836
"LOC410992","LOC410992",0.67836534966306
"LOC410993","LOC410993",0.844903887517163
"LOC410994","LOC410994",0.87723670895484
"LOC552711","LOC552711",0.902626428148755
"LOC410996","LOC410996",0.975355242846427
"LOC410997","LOC410997",0.977910451221739
"LOC410446","LOC410446",0.701961297893071
"LOC410447","LOC410447",0.785300193475705
"LOC552710","LOC552710",0.536950595077018
"LOC410442","LOC410442",0.821852918296346
"LOC727466","LOC727466",0.540908212899714
"LOC727465","LOC727465",0.509952800484943
"LOC410441","LOC410441",0.407829664303766
"LOC410448","LOC410448",0.746229826627818
"LOC410449","LOC410449",0.900865900264029
"LOC724167","LOC724167",0.413361354703848
"LOC724166","LOC724166",0.616059106610876
"LOC724164","LOC724164",0.442768717914691
"LOC552715","LOC552715",0.349487926603311
"LOC724161","LOC724161",0.361974477188657
"LOC724160","LOC724160",0.483367754485442
"LOC552714","LOC552714",0.769750561613924
"LOC726326","LOC726326",0.498947928243661
"LOC724169","LOC724169",0.782227042548045
"LOC724168","LOC724168",0.952091335894153
"LOC107964812","LOC107964812",0.731731411026565
"LOC107964813","LOC107964813",0.734568011159588
"LOC107964810","LOC107964810",0.671569734613213
"LOC107964811","LOC107964811",0.712141657918225
"LOC107964816","LOC107964816",0.912563967833318
"LOC107964817","LOC107964817",0.69654452690167
"LOC107964814","LOC107964814",0.838354822489137
"LOC107964815","LOC107964815",0.850444885092536
"LOC107964818","LOC107964818",0.787347432659933
"LOC107964819","LOC107964819",0.891372549019608
"LOC412195","LOC412195",0.373191368609909
"Hbg3","Hbg3",0.997007539906422
"Hbg2","Hbg2",0.844078680743891
"LOC412690","LOC412690",0.451676083091834
"PHRF1","PHRF1",0.663532352971415
"LOC412694","LOC412694",0.575011936183566
"LOC412697","LOC412697",0.38737591996019
"LOC412696","LOC412696",0.635302515140067
"LOC107965859","LOC107965859",0.860645336717121
"LOC107965858","LOC107965858",0.912655971479501
"LOC412109","LOC412109",0.96069272912991
"LOC412108","LOC412108",0.491087139517415
"LOC107965851","LOC107965851",0.717365967365967
"LOC107965850","LOC107965850",1
"LOC107965853","LOC107965853",0.845117845117845
"LOC107965852","LOC107965852",0.793826207748109
"LOC107965855","LOC107965855",0.97007200720072
"LOC107965854","LOC107965854",0.610756838620616
"LOC107965857","LOC107965857",0.920439312698026
"LOC107965856","LOC107965856",0.686923354082026
"LOC411719","LOC411719",0.592417596208612
"LOC411718","LOC411718",0.607277449994468
"LOC107966111","LOC107966111",0.927609427609428
"LOC411711","LOC411711",0.333700129789515
"LOC411712","LOC411712",0.927447285214733
"LOC411715","LOC411715",0.708299442629252
"LOC411714","LOC411714",0.390591178972984
"LOC726620","LOC726620",0.468405117025688
"LOC725696","LOC725696",0.526242875920484
"LOC725697","LOC725697",0.918733863088405
"LOC725690","LOC725690",0.863286019093294
"LOC725698","LOC725698",0.928710632119723
"LOC725699","LOC725699",0.903288618727092
"LOC100576679","LOC100576679",0.923583453583454
"LOC100576671","LOC100576671",0.765200983766197
"LOC100576677","LOC100576677",0.375178059430818
"LOC408906","LOC408906",0.763871301450217
"LOC408904","LOC408904",0.694894559104056
"LOC408905","LOC408905",0.551523515486074
"LOC408902","LOC408902",0.873371443913265
"LOC408903","LOC408903",0.753172456944863
"LOC408900","LOC408900",0.563559042647199
"LOC408901","LOC408901",0.381925611287174
"LOC724343","LOC724343",0.678185522492248
"LOC724341","LOC724341",0.613695818818911
"LOC724346","LOC724346",0.430828991749938
"LOC408908","LOC408908",0.868219457490803
"LOC408909","LOC408909",0.969210614140919
"LOC725438","LOC725438",0.762991882010287
"LOC725439","LOC725439",0.758757069824521
"LOC725348","LOC725348",0.703266153446934
"LOC725344","LOC725344",0.824400446075389
"LOC725345","LOC725345",0.916494795754482
"LOC725346","LOC725346",0.918046723174306
"LOC725436","LOC725436",0.559725941788069
"LOC725341","LOC725341",0.463194367548813
"LOC725434","LOC725434",0.611595853218639
"LOC725343","LOC725343",0.719391264363993
"LOC100578168","LOC100578168",0.901989522916404
"LOC107966110","LOC107966110",0.859471686103344
"LOC412495","LOC412495",0.299698038861537
"LOC551861","LOC551861",0.87285197971227
"LOC551863","LOC551863",0.880784681936844
"LOC551864","LOC551864",0.390325767283949
"LOC551865","LOC551865",0.740680614380755
"LOC551866","LOC551866",0.935122070728627
"LOC551867","LOC551867",0.275220733972252
"LOC551868","LOC551868",0.585200295836465
"LOC413968","LOC413968",0.756130825556688
"LOC102655649","LOC102655649",0.709785475646211
"LOC102655648","LOC102655648",0.966098857669887
"LOC102655868","LOC102655868",0.905600084669852
"LOC100577073","LOC100577073",0.946209431148356
"LOC102655866","LOC102655866",0.640220385674931
"LOC102655641","LOC102655641",0.787182573397527
"LOC102655864","LOC102655864",0.767476795705184
"LOC100577076","LOC100577076",0.874059776931154
"LOC102655645","LOC102655645",0.604398776643885
"LOC100577074","LOC100577074",0.911306908116844
"LOC413964","LOC413964",0.342540357031831
"LOC100576249","LOC100576249",0.841438233339705
"LOC100576248","LOC100576248",0.65103271521182
"LOC100577641","LOC100577641",0.896966404564554
"LOC100576243","LOC100576243",0.771614100185529
"LOC100576242","LOC100576242",0.771994966733791
"LOC100576247","LOC100576247",0.644968891419144
"LOC100576246","LOC100576246",0.993805255777087
"LOC413410","LOC413410",0.475429253743375
"LOC413411","LOC413411",0.666242233123854
"LOC413416","LOC413416",0.710748848966327
"LOC413418","LOC413418",0.459241898408978
"LOC413963","LOC413963",0.38796646675882
"LOC107966116","LOC107966116",0.655605381165919
"LOC726113","LOC726113",0.738979567403624
"LOC412219","LOC412219",0.308476009016745
"Tret1","Tret1",0.70990007971475
